"dataset" "subject_id" "activity" "tBodyAcc.mean.X" "tBodyAcc.mean.Y" "tBodyAcc.mean.Z" "tBodyAcc.std.X" "tBodyAcc.std.Y" "tBodyAcc.std.Z" "tGravityAcc.mean.X" "tGravityAcc.mean.Y" "tGravityAcc.mean.Z" "tGravityAcc.std.X" "tGravityAcc.std.Y" "tGravityAcc.std.Z" "tBodyAccJerk.mean.X" "tBodyAccJerk.mean.Y" "tBodyAccJerk.mean.Z" "tBodyAccJerk.std.X" "tBodyAccJerk.std.Y" "tBodyAccJerk.std.Z" "tBodyGyro.mean.X" "tBodyGyro.mean.Y" "tBodyGyro.mean.Z" "tBodyGyro.std.X" "tBodyGyro.std.Y" "tBodyGyro.std.Z" "tBodyGyroJerk.mean.X" "tBodyGyroJerk.mean.Y" "tBodyGyroJerk.mean.Z" "tBodyGyroJerk.std.X" "tBodyGyroJerk.std.Y" "tBodyGyroJerk.std.Z" "tBodyAccMag.mean" "tBodyAccMag.std" "tGravityAccMag.mean" "tGravityAccMag.std" "tBodyAccJerkMag.mean" "tBodyAccJerkMag.std" "tBodyGyroMag.mean" "tBodyGyroMag.std" "tBodyGyroJerkMag.mean" "tBodyGyroJerkMag.std" "fBodyAcc.mean.X" "fBodyAcc.mean.Y" "fBodyAcc.mean.Z" "fBodyAcc.std.X" "fBodyAcc.std.Y" "fBodyAcc.std.Z" "fBodyAccJerk.mean.X" "fBodyAccJerk.mean.Y" "fBodyAccJerk.mean.Z" "fBodyAccJerk.std.X" "fBodyAccJerk.std.Y" "fBodyAccJerk.std.Z" "fBodyGyro.mean.X" "fBodyGyro.mean.Y" "fBodyGyro.mean.Z" "fBodyGyro.std.X" "fBodyGyro.std.Y" "fBodyGyro.std.Z" "fBodyAccMag.mean" "fBodyAccMag.std" "fBodyAccJerkMag.mean" "fBodyAccJerkMag.std" "fBodyGyroMag.mean" "fBodyGyroMag.std" "fBodyGyroJerkMag.mean" "fBodyGyroJerkMag.std"
"train_set" 3 "STANDING" 0.25600381 -0.050236136 -0.098153884 -0.84052438 -0.78990597 -0.87675549 0.926588 -0.32876061 -0.078975649 -0.97795159 -0.94419017 -0.90653462 0.049805249 -0.069012188 0.12710786 -0.79593577 -0.84177621 -0.93159633 -0.012203757 -0.064912961 0.1558818 -0.88867863 -0.88419676 -0.85631453 -0.15669782 -0.056367267 0.0051872998 -0.9054141 -0.93526268 -0.90628188 -0.83718019 -0.79131126 -0.83718019 -0.79131126 -0.86285803 -0.77563812 -0.86026327 -0.87336343 -0.93747914 -0.90565599 -0.83105581 -0.78912249 -0.87083582 -0.84428318 -0.80271107 -0.88980975 -0.82517132 -0.84734839 -0.92630781 -0.78459423 -0.84629357 -0.93513821 -0.84728334 -0.893423 -0.85298297 -0.90197997 -0.87953417 -0.87039338 -0.79507429 -0.82064 -0.79282045 -0.7551274 -0.90382093 -0.87564016 -0.91200752 -0.90385586
"train_set" 23 "LAYING" 0.29034071 -0.017182118 -0.10960599 -0.99117272 -0.98915558 -0.9894619 -0.37725407 0.38657347 0.94287578 -0.9835803 -0.99586217 -0.99792576 0.072213813 0.013710502 0.0065245696 -0.9839401 -0.99468603 -0.983262 -0.026768178 -0.073951384 0.084959661 -0.99447076 -0.97976434 -0.99753314 -0.096681547 -0.037891852 -0.054467576 -0.98750017 -0.97610549 -0.99456797 -0.99112702 -0.99356243 -0.99112702 -0.99356243 -0.98621488 -0.98678392 -0.98785483 -0.98407027 -0.98081984 -0.98288268 -0.98908948 -0.99155271 -0.98633095 -0.99211736 -0.9874997 -0.99181113 -0.98621793 -0.99480232 -0.98082624 -0.9828364 -0.99489396 -0.98421035 -0.99171912 -0.97629152 -0.99570206 -0.99538568 -0.98233561 -0.99871698 -0.99184942 -0.99509381 -0.98531552 -0.98774992 -0.98076975 -0.99008871 -0.98213756 -0.98476407
"test_set" 10 "WALKING_DOWNSTAIRS" 0.20770807 -0.012197788 -0.12667523 0.34189295 0.15516439 -0.24907484 0.93484356 -0.18811339 0.0077582608 -0.96688681 -0.94668023 -0.93732063 0.36334989 -0.2535384 0.31611763 0.21565673 -0.032944921 -0.3105114 0.447461 -0.30997264 0.090396458 -0.49126224 -0.34624605 0.13798699 0.096173353 -0.31711466 -0.71382662 -0.38047898 -0.38468902 -0.086767308 0.31635005 0.12479095 0.31635005 0.12479095 0.060461875 0.1173311 -0.040822598 -0.310357 -0.31040333 -0.43060659 0.22842623 0.18564992 -0.18825056 0.38400111 0.065105413 -0.35071536 0.16493161 -0.062001173 -0.23061519 0.16136363 -0.066963532 -0.3896115 -0.28038394 -0.24038921 0.31833901 -0.5601714 -0.42595024 -0.031753004 0.19930697 -0.094475559 0.1982635 -0.0038178829 -0.21218991 -0.52225018 -0.38297085 -0.54221894
"train_set" 3 "SITTING" 0.093068135 0.15040887 0.051458368 -0.87300274 -0.5372151 -0.75115427 0.92804449 0.034264504 0.25084524 -0.93669927 -0.84918784 -0.87983447 -0.0052305906 0.23007165 0.10166051 -0.96938916 -0.95708017 -0.98135019 -0.014804431 0.081775604 -0.21708712 -0.96327456 -0.91176957 -0.78729901 -0.096732965 -0.012649027 -0.16045586 -0.96542072 -0.96800939 -0.96142009 -0.68871218 -0.45580129 -0.68871218 -0.45580129 -0.97136146 -0.96377909 -0.83723238 -0.78061357 -0.97074076 -0.9619693 -0.88746201 -0.67271934 -0.86836777 -0.86744999 -0.50666372 -0.71865486 -0.9710518 -0.957167 -0.97615444 -0.97022974 -0.96005807 -0.98579575 -0.9565696 -0.93136585 -0.82298248 -0.96536016 -0.90198758 -0.79599899 -0.64177335 -0.45920961 -0.96676596 -0.95846904 -0.87167485 -0.76799474 -0.96845673 -0.95651958
"train_set" 7 "WALKING" 0.34488922 -0.0019649284 -0.089702769 -0.39328824 -0.2964874 0.24278241 0.89763476 -0.1400438 -0.32498931 -0.97718815 -0.97879916 -0.91362585 0.26542615 -0.14126373 -0.54138119 -0.39015766 -0.23087682 -0.13403073 -0.055073258 -0.068146186 0.074814261 -0.5756348 -0.33387332 -0.37165124 -0.10728774 -0.18797671 -0.28982715 -0.29779188 -0.27939411 -0.54737614 -0.16445632 -0.20911944 -0.16445632 -0.20911944 -0.25088665 -0.088816273 -0.39565384 -0.28684498 -0.38432788 -0.2179248 -0.39683255 -0.2922005 0.067490766 -0.3917865 -0.34297287 0.23881687 -0.43504417 -0.3039464 -0.1393194 -0.39701777 -0.20157058 -0.12829508 -0.35480556 -0.28920463 -0.37374528 -0.65098549 -0.36775866 -0.42827163 -0.15862191 -0.36186868 -0.086962928 -0.096941037 -0.30550445 -0.39756024 -0.30670687 -0.16629561
"train_set" 11 "STANDING" 0.27823854 -0.017135346 -0.11005476 -0.99729541 -0.97507804 -0.99222209 0.96568047 -0.17391408 0.078906426 -0.99748198 -0.9936611 -0.99352939 0.074675444 0.018179067 0.0082906664 -0.99367155 -0.96814631 -0.99122192 -0.027432547 -0.07441608 0.085818753 -0.98798065 -0.99506112 -0.99138817 -0.099573089 -0.042520676 -0.0600201 -0.98078295 -0.99297786 -0.98995424 -0.99194496 -0.99149612 -0.99194496 -0.99149612 -0.98557289 -0.98784487 -0.99022433 -0.99221691 -0.98953016 -0.99126064 -0.9959906 -0.96907624 -0.99157687 -0.99802267 -0.97935652 -0.9923973 -0.99375527 -0.96968803 -0.99106491 -0.99411421 -0.96846189 -0.98972196 -0.98260918 -0.9938479 -0.98866176 -0.98973285 -0.99596047 -0.99327921 -0.98931163 -0.99365394 -0.98611305 -0.98883948 -0.99171562 -0.99382879 -0.99099793 -0.99187548
"train_set" 21 "STANDING" 0.27141693 -0.016847912 -0.12365542 -0.99369273 -0.97635811 -0.986313 0.88199975 -0.3468591 -0.20536089 -0.99675058 -0.99337156 -0.97522909 0.077337362 0.012779141 0.012823482 -0.99089976 -0.98765567 -0.98779023 -0.025073146 -0.078864264 0.08475553 -0.9887585 -0.9794213 -0.98162549 -0.098949562 -0.041488463 -0.048509753 -0.98858943 -0.98994858 -0.98827171 -0.98517321 -0.98853268 -0.98517321 -0.98853268 -0.98892715 -0.99317378 -0.98281443 -0.9806365 -0.99006752 -0.99125134 -0.99235405 -0.98169467 -0.98465602 -0.99427508 -0.97414126 -0.9876922 -0.99116172 -0.98803947 -0.98646781 -0.9913779 -0.98801661 -0.9875339 -0.98561431 -0.98119714 -0.98051037 -0.98969572 -0.97840491 -0.9835606 -0.98783966 -0.98980354 -0.9920766 -0.99364675 -0.98425377 -0.9812471 -0.9909989 -0.99185031
"train_set" 30 "STANDING" 0.28090599 -0.079616037 -0.20877477 -0.98203343 -0.80621768 -0.75631094 0.9718405 -0.10286072 0.050778387 -0.99848328 -0.83301533 -0.73682988 0.063509505 0.054820498 0.091152097 -0.97559237 -0.95048908 -0.97947876 -0.012600599 -0.076153595 0.10423248 -0.85849804 -0.93370869 -0.91636261 -0.059676965 -0.035215193 -0.1031237 -0.94868872 -0.96955317 -0.96017448 -0.83512534 -0.76883565 -0.83512534 -0.76883565 -0.97290322 -0.96306028 -0.87624398 -0.86967771 -0.96533782 -0.96231995 -0.97551061 -0.87792884 -0.87431214 -0.98537655 -0.78769853 -0.72350591 -0.97408381 -0.94960493 -0.97462357 -0.97976622 -0.95525559 -0.98335852 -0.88408189 -0.9414887 -0.90866566 -0.85471919 -0.92964017 -0.9265694 -0.86616993 -0.76325014 -0.9650667 -0.95884435 -0.9055943 -0.86972348 -0.96564969 -0.96020961
"test_set" 13 "WALKING_UPSTAIRS" 0.21912894 0.0096091391 -0.10686277 -0.26621115 0.19260013 -0.42499533 0.87387416 -0.44062839 -0.0095499373 -0.98214832 -0.96014385 -0.96517997 0.22315182 -0.007710542 -0.062292276 -0.52473277 -0.20028416 -0.79385409 -0.36746196 0.20901924 0.084020829 -0.70109064 -0.37441065 -0.26543672 -0.15618966 -0.0059144805 -0.013057864 -0.65214049 -0.80278867 -0.38110628 -0.098403351 -0.37571265 -0.098403351 -0.37571265 -0.47310976 -0.45420611 -0.2879926 -0.45467117 -0.67558219 -0.70890415 -0.43705333 0.023525307 -0.64048851 -0.20875748 0.19936564 -0.37054686 -0.55251294 -0.2071201 -0.77265237 -0.53744919 -0.24981313 -0.81341266 -0.59353195 -0.6314668 -0.22671617 -0.73564329 -0.26298447 -0.3456764 -0.42284512 -0.44728767 -0.40542724 -0.527062 -0.54293817 -0.48962475 -0.71526111 -0.72050856
"train_set" 25 "LAYING" 0.27680056 -0.4485406 -0.18861293 -0.89466439 -0.73347308 -0.7640414 -0.70649819 0.033683537 0.99925929 -0.92643317 -0.14021268 -0.90058337 0.072328269 0.029936426 -0.18064168 -0.96018849 -0.93240038 -0.97370804 -0.0052623175 -0.14099347 0.19226409 -0.92943844 -0.89041973 -0.87213501 -0.086157485 -0.027538832 -0.087230186 -0.957051 -0.9635305 -0.96890432 -0.32423265 -0.74073132 -0.32423265 -0.74073132 -0.95382895 -0.96211188 -0.87964428 -0.87735684 -0.96286047 -0.96751031 -0.94250948 -0.85496235 -0.81543606 -0.88031536 -0.70220783 -0.75502643 -0.95870631 -0.93222305 -0.96997393 -0.96567238 -0.9375313 -0.97600205 -0.92807138 -0.93026997 -0.91490749 -0.93046841 -0.87228555 -0.87220324 -0.87384412 -0.72854726 -0.95673498 -0.96881098 -0.92342257 -0.87189017 -0.9637891 -0.97539723
"train_set" 29 "WALKING" 0.23848306 0.0038096577 -0.10989411 -0.20714077 -0.15535121 -0.24033539 0.95335873 -0.1306629 0.12549896 -0.98768896 -0.98349207 -0.94671218 0.057443643 0.34192484 0.1565947 -0.24935659 -0.18595123 -0.45658303 0.00099226322 -0.14143255 0.093164746 -0.62723382 -0.25148378 -0.44907442 -0.22073469 0.15031818 0.12013777 -0.42756268 -0.63905451 -0.54938466 -0.13304342 -0.28936684 -0.13304342 -0.28936684 -0.28919577 -0.1583241 -0.34005891 -0.42178001 -0.55869376 -0.6363672 -0.22006769 -0.079265841 -0.29154996 -0.20204761 -0.25295823 -0.27177632 -0.2680068 -0.14953017 -0.39453302 -0.29685863 -0.29524051 -0.51760838 -0.48530561 -0.40249019 -0.41446132 -0.67310743 -0.17695373 -0.51118413 -0.30685013 -0.38977076 -0.15252012 -0.16818816 -0.4807812 -0.48044031 -0.65445137 -0.63868382
"train_set" 19 "WALKING" 0.24740467 -0.023407554 -0.17685625 -0.083043648 0.28198424 -0.26587646 0.94422996 -0.25685901 -0.013921458 -0.98131139 -0.93344808 -0.82042548 -0.19799688 0.23186614 -0.030734859 0.10075864 0.16362431 -0.31752337 0.18453375 -0.26177194 0.13035126 -0.050695521 -0.23723784 -0.17332828 -0.17810303 -0.014524316 -0.21308146 0.098557834 -0.49638357 -0.3297978 0.043934964 -0.12504331 0.043934964 -0.12504331 0.12664985 -0.12861956 0.015410918 -0.030664255 -0.27357105 -0.43400706 -0.047172201 0.24155156 -0.23875391 -0.097517654 0.22205722 -0.34299347 0.047167064 0.046353115 -0.29310946 0.059765376 0.21465585 -0.33894628 0.1333557 -0.27491073 -0.13098658 -0.11010852 -0.22021248 -0.26321772 -0.03651586 -0.31481434 -0.10132412 -0.15284609 -0.22472878 -0.071938629 -0.41170494 -0.50621313
"test_set" 24 "STANDING" 0.27588667 -0.017481979 -0.10588555 -0.9971838 -0.95124098 -0.95358938 0.97588555 -0.097345588 0.019101252 -0.99806828 -0.98548953 -0.96807146 0.075883753 0.0063452519 -0.021511708 -0.99299616 -0.98611898 -0.9921758 -0.0380183 -0.068539159 0.08766816 -0.98320495 -0.9894484 -0.98078748 -0.094411925 -0.040461786 -0.059408507 -0.9945333 -0.99503637 -0.9946144 -0.97403488 -0.96673636 -0.97403488 -0.96673636 -0.99227407 -0.99229539 -0.98195901 -0.98028189 -0.99522306 -0.99740427 -0.996119 -0.97215904 -0.97576048 -0.99773699 -0.94450352 -0.94548415 -0.99357073 -0.98444376 -0.99081786 -0.99290643 -0.98961657 -0.99203954 -0.98650245 -0.99280091 -0.98826885 -0.98251163 -0.98763264 -0.98017307 -0.97873132 -0.96468075 -0.99163129 -0.99198068 -0.98931349 -0.97819283 -0.99691305 -0.99812495
"test_set" 20 "SITTING" 0.27907616 -0.03016656 -0.062673475 -0.97563331 -0.8291096 -0.83502571 0.97554869 -0.070340863 -0.04424954 -0.9980173 -0.9356541 -0.8671734 0.068294255 -0.0302216 -0.069240608 -0.96690358 -0.94287495 -0.95291258 -0.016686095 -0.096253244 0.1156903 -0.96022259 -0.91940117 -0.87179497 -0.11558949 -0.097452608 -0.069519479 -0.95962815 -0.9615465 -0.95909434 -0.88824263 -0.87901798 -0.88824263 -0.87901798 -0.95199034 -0.96115877 -0.91006698 -0.92946737 -0.95927428 -0.96944255 -0.96940372 -0.88705659 -0.89663402 -0.97855368 -0.8142569 -0.81787728 -0.96721962 -0.94493243 -0.94618059 -0.96952281 -0.94439179 -0.9583153 -0.94826701 -0.91739595 -0.90789693 -0.96396341 -0.92113315 -0.87333373 -0.91266306 -0.88074467 -0.95421513 -0.9711159 -0.94348704 -0.932148 -0.96709428 -0.97482939
"test_set" 13 "STANDING" 0.27848423 -0.011045942 -0.11084736 -0.99443159 -0.98840107 -0.97931507 0.9479342 -0.23110221 -0.14368271 -0.9983844 -0.98792371 -0.98993968 0.075224259 0.0052196238 -0.0017056765 -0.9934151 -0.98929854 -0.99056522 -0.031742862 -0.068242263 0.087322608 -0.98176628 -0.96576694 -0.98304801 -0.097186094 -0.037633817 -0.049552253 -0.99158467 -0.98325294 -0.99264637 -0.98778274 -0.9934165 -0.98778274 -0.9934165 -0.99149961 -0.99575989 -0.97165989 -0.97459369 -0.98688008 -0.98766475 -0.99407048 -0.98863407 -0.98707453 -0.99448953 -0.9878853 -0.97563573 -0.99342868 -0.99101982 -0.98871537 -0.99397595 -0.98791029 -0.99098328 -0.98373289 -0.9742092 -0.98618869 -0.9813726 -0.96146322 -0.98338771 -0.99319862 -0.99366501 -0.99504798 -0.99557268 -0.97822786 -0.97620124 -0.98704501 -0.98908278
